owner_id,owner_tag,stratum,target_spending,raw_spending,error_scale,raw_error,raw_abs_error,raw_relative_error,exact_feasible,approx_exact,approx_accepted,approx_gate_passed,approx_gate_enforced,approx_strategy,exact_spending,exact_error,exact_abs_error,exact_relative_error,exact_abs_improvement,exact_improvement_ratio,exact_worsening_ratio,exact_worsening_percentage,exact_direction,approx_spending,approx_error,approx_abs_error,approx_relative_error,approx_abs_improvement,approx_improvement_ratio,approx_worsening_ratio,approx_worsening_percentage,approx_direction
392,AAI,burghers,0.03701,0.01491,0.01491,-0.0221,0.0221,-1.4822266934942994,True,True,True,True,True,balanced_l2,0.037009999999999994,-6.938893903907228e-18,6.938893903907228e-18,-4.653852383572923e-16,0.022099999999999995,0.9999999999999997,0.0,0.0,improved,0.03700999999999999,-1.3877787807814457e-17,1.3877787807814457e-17,-9.307704767145847e-16,0.022099999999999988,0.9999999999999993,0.0,0.0,improved
392,AAI,lower,0.63606,0.63453,0.63453,-0.0015299999999999203,0.0015299999999999203,-0.002411233511417774,True,True,True,True,True,balanced_l2,0.63606,0.0,0.0,0.0,0.0015299999999999203,1.0,0.0,0.0,improved,0.6360600000000001,1.1102230246251565e-16,1.1102230246251565e-16,1.7496777530221685e-16,0.0015299999999998093,0.9999999999999274,0.0,0.0,improved
508,AAL,nobles,3.17288,3.21555,3.21555,0.042669999999999764,0.042669999999999764,0.013269891620407011,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,3.21555,0.042669999999999764,0.042669999999999764,0.013269891620407011,0.0,0.0,0.0,0.0,unchanged
508,AAL,clergy,0.32938,0.46384,0.46384,0.13445999999999997,0.13445999999999997,0.2898844429113487,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.46384,0.13445999999999997,0.13445999999999997,0.2898844429113487,0.0,0.0,0.0,0.0,unchanged
508,AAL,burghers,0.00879,0.02544,0.02544,0.01665,0.01665,0.6544811320754718,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.02544,0.01665,0.01665,0.6544811320754718,0.0,0.0,0.0,0.0,unchanged
508,AAL,lower,0.59469,0.40089,0.40089,-0.19380000000000003,0.19380000000000003,-0.483424380752825,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.40089,-0.19380000000000003,0.19380000000000003,-0.483424380752825,0.0,0.0,0.0,0.0,unchanged
961,AAR,nobles,0.37504,0.41776,0.41776,0.042720000000000036,0.042720000000000036,0.10225967062428197,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.41776,0.042720000000000036,0.042720000000000036,0.10225967062428197,0.0,0.0,0.0,0.0,unchanged
961,AAR,clergy,0.05064,0.03478,0.03478,-0.01586,0.01586,-0.45600920069005174,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.03478,-0.01586,0.01586,-0.45600920069005174,0.0,0.0,0.0,0.0,unchanged
961,AAR,burghers,0.0,0.0,1e-05,0.0,0.0,0.0,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,unchanged
961,AAR,lower,0.03526,0.0084,0.0084,-0.026860000000000002,0.026860000000000002,-3.1976190476190482,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.0084,-0.026860000000000002,0.026860000000000002,-3.1976190476190482,0.0,0.0,0.0,0.0,unchanged
1449,ABA,nobles,0.54854,0.67359,0.67359,0.12505,0.12505,0.18564705533039386,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.67359,0.12505,0.12505,0.18564705533039386,0.0,0.0,0.0,0.0,unchanged
1449,ABA,clergy,0.09051,0.06242,0.06242,-0.02808999999999999,0.02808999999999999,-0.45001602050624784,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.06242,-0.02808999999999999,0.02808999999999999,-0.45001602050624784,0.0,0.0,0.0,0.0,unchanged
1449,ABA,burghers,0.013,0.01858,0.01858,0.00558,0.00558,0.30032292787944026,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.01858,0.00558,0.00558,0.30032292787944026,0.0,0.0,0.0,0.0,unchanged
1449,ABA,lower,0.15749,0.05493,0.05493,-0.10255999999999998,0.10255999999999998,-1.8671035863826686,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.05493,-0.10255999999999998,0.10255999999999998,-1.8671035863826686,0.0,0.0,0.0,0.0,unchanged
1235,ABW,nobles,1.56129,1.62586,1.62586,0.06457000000000002,0.06457000000000002,0.039714366550625525,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,1.62586,0.06457000000000002,0.06457000000000002,0.039714366550625525,0.0,0.0,0.0,0.0,unchanged
1235,ABW,clergy,0.28731,0.13787,0.13787,-0.14944000000000002,0.14944000000000002,-1.0839196344382391,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.13787,-0.14944000000000002,0.14944000000000002,-1.0839196344382391,0.0,0.0,0.0,0.0,unchanged
1235,ABW,burghers,0.01002,0.01197,0.01197,0.0019500000000000003,0.0019500000000000003,0.16290726817042608,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.01197,0.0019500000000000003,0.0019500000000000003,0.16290726817042608,0.0,0.0,0.0,0.0,unchanged
1235,ABW,lower,0.13533,0.21823,0.21823,0.0829,0.0829,0.37987444439352974,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.21823,0.0829,0.0829,0.37987444439352974,0.0,0.0,0.0,0.0,unchanged
1656,ACA,nobles,0.45547,0.50255,0.50255,0.047080000000000066,0.047080000000000066,0.09368222067455986,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.50255,0.047080000000000066,0.047080000000000066,0.09368222067455986,0.0,0.0,0.0,0.0,unchanged
1656,ACA,clergy,0.0571,0.0319,0.0319,-0.0252,0.0252,-0.7899686520376176,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.0319,-0.0252,0.0252,-0.7899686520376176,0.0,0.0,0.0,0.0,unchanged
1656,ACA,burghers,0.01071,0.01471,0.01471,0.004,0.004,0.27192386131883073,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.01471,0.004,0.004,0.27192386131883073,0.0,0.0,0.0,0.0,unchanged
1656,ACA,lower,0.04336,0.01747,0.01747,-0.025890000000000003,0.025890000000000003,-1.481969089868346,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.01747,-0.025890000000000003,0.025890000000000003,-1.481969089868346,0.0,0.0,0.0,0.0,unchanged
197,ACH,nobles,2.16257,2.10566,2.10566,-0.05691000000000024,0.05691000000000024,-0.027027155381210758,False,False,True,True,True,improvement_l2,,,,,,,,,unavailable,2.1675850342537846,0.005015034253784467,0.005015034253784467,0.002381692321545011,0.05189496574621577,0.9118778026043851,0.0,0.0,improved
197,ACH,clergy,0.45489,0.37869,0.37869,-0.07619999999999999,0.07619999999999999,-0.20121999524677173,False,False,True,True,True,improvement_l2,,,,,,,,,unavailable,0.38436165663519045,-0.07052834336480956,0.07052834336480956,-0.18624295166180665,0.005671656635190425,0.07443118943819457,0.0,0.0,improved
197,ACH,burghers,0.38883,0.54356,0.54356,0.15473000000000003,0.15473000000000003,0.2846603870777835,False,False,True,True,True,improvement_l2,,,,,,,,,unavailable,0.45051790993577606,0.06168790993577605,0.06168790993577605,0.11348868558351617,0.09304209006422398,0.6013190077181152,0.0,0.0,improved
197,ACH,lower,0.38358,0.36185,0.36185,-0.02172999999999997,0.02172999999999997,-0.060052507945281115,False,False,True,True,True,improvement_l2,,,,,,,,,unavailable,0.38740539917524885,0.003825399175248878,0.003825399175248878,0.010571781609089064,0.017904600824751093,0.8239577001726239,0.0,0.0,improved
178,ACO,nobles,0.26807,0.29844,0.29844,0.030370000000000008,0.030370000000000008,0.10176249832462139,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.29844,0.030370000000000008,0.030370000000000008,0.10176249832462139,0.0,0.0,0.0,0.0,unchanged
178,ACO,clergy,0.02796,0.00614,0.00614,-0.02182,0.02182,-3.5537459283387625,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.00614,-0.02182,0.02182,-3.5537459283387625,0.0,0.0,0.0,0.0,unchanged
178,ACO,burghers,0.0,0.0,1e-05,0.0,0.0,0.0,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,unchanged
178,ACO,lower,0.05226,0.0437,0.0437,-0.008559999999999998,0.008559999999999998,-0.1958810068649885,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.0437,-0.008559999999999998,0.008559999999999998,-0.1958810068649885,0.0,0.0,0.0,0.0,unchanged
2095,ADH,nobles,0.79593,1.29472,1.29472,0.49879000000000007,0.49879000000000007,0.3852493203163619,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,1.29472,0.49879000000000007,0.49879000000000007,0.3852493203163619,0.0,0.0,0.0,0.0,unchanged
2095,ADH,clergy,0.20546,0.11089,0.11089,-0.09457,0.09457,-0.8528271259807015,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.11089,-0.09457,0.09457,-0.8528271259807015,0.0,0.0,0.0,0.0,unchanged
2095,ADH,burghers,0.26392,0.31852,0.31852,0.05460000000000004,0.05460000000000004,0.17141780735903564,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.31852,0.05460000000000004,0.05460000000000004,0.17141780735903564,0.0,0.0,0.0,0.0,unchanged
2095,ADH,lower,0.49918,0.04032,0.04032,-0.45886,0.45886,-11.380456349206348,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.04032,-0.45886,0.45886,-11.380456349206348,0.0,0.0,0.0,0.0,unchanged
2275,ADO,nobles,0.23735,0.26064,0.26064,0.023289999999999977,0.023289999999999977,0.08935696746470219,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.26064,0.023289999999999977,0.023289999999999977,0.08935696746470219,0.0,0.0,0.0,0.0,unchanged
2275,ADO,clergy,0.04724,0.03127,0.03127,-0.015969999999999998,0.015969999999999998,-0.5107131435881036,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.03127,-0.015969999999999998,0.015969999999999998,-0.5107131435881036,0.0,0.0,0.0,0.0,unchanged
2275,ADO,burghers,0.0,0.0,1e-05,0.0,0.0,0.0,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,unchanged
2275,ADO,lower,0.00986,0.00255,0.00255,-0.0073100000000000005,0.0073100000000000005,-2.8666666666666667,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.00255,-0.0073100000000000005,0.0073100000000000005,-2.8666666666666667,0.0,0.0,0.0,0.0,unchanged
1218,AFA,nobles,6.578,6.45445,6.45445,-0.12355000000000071,0.12355000000000071,-0.019141832379211354,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,6.45445,-0.12355000000000071,0.12355000000000071,-0.019141832379211354,0.0,0.0,0.0,0.0,unchanged
1218,AFA,clergy,0.72199,0.70711,0.70711,-0.014880000000000004,0.014880000000000004,-0.021043402016659364,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.70711,-0.014880000000000004,0.014880000000000004,-0.021043402016659364,0.0,0.0,0.0,0.0,unchanged
1218,AFA,burghers,0.0,0.0,1e-05,0.0,0.0,0.0,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,unchanged
1218,AFA,lower,0.49427,0.63265,0.63265,0.13838000000000006,0.13838000000000006,0.21873073579388294,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.63265,0.13838000000000006,0.13838000000000006,0.21873073579388294,0.0,0.0,0.0,0.0,unchanged
2151,AGC,nobles,0.67239,1.41502,1.41502,0.7426299999999999,0.7426299999999999,0.5248194371810999,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,1.41502,0.7426299999999999,0.7426299999999999,0.5248194371810999,0.0,0.0,0.0,0.0,unchanged
2151,AGC,clergy,0.0,0.22891,0.22891,0.22891,0.22891,1.0,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.22891,0.22891,0.22891,1.0,0.0,0.0,0.0,0.0,unchanged
2151,AGC,burghers,8.35688,7.8271,7.8271,-0.5297800000000006,0.5297800000000006,-0.06768534961863278,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,7.8271,-0.5297800000000006,0.5297800000000006,-0.06768534961863278,0.0,0.0,0.0,0.0,unchanged
2151,AGC,lower,0.49445,0.05266,0.05266,-0.44179,0.44179,-8.389479680972276,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.05266,-0.44179,0.44179,-8.389479680972276,0.0,0.0,0.0,0.0,unchanged
555,AGH,nobles,0.195,0.19463,0.19463,-0.0003700000000000092,0.0003700000000000092,-0.0019010430046755855,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.19463,-0.0003700000000000092,0.0003700000000000092,-0.0019010430046755855,0.0,0.0,0.0,0.0,unchanged
555,AGH,clergy,0.02277,0.01658,0.01658,-0.006189999999999998,0.006189999999999998,-0.3733413751507839,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.01658,-0.006189999999999998,0.006189999999999998,-0.3733413751507839,0.0,0.0,0.0,0.0,unchanged
555,AGH,burghers,0.0,0.0,1e-05,0.0,0.0,0.0,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,unchanged
555,AGH,lower,0.00935,0.01591,0.01591,0.00656,0.00656,0.41231929604022627,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.01591,0.00656,0.00656,0.41231929604022627,0.0,0.0,0.0,0.0,unchanged
796,AGN,nobles,0.08115,0.0,0.08115,-0.08115,0.08115,-1.0,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.0,-0.08115,0.08115,-1.0,0.0,0.0,0.0,0.0,unchanged
796,AGN,clergy,0.0,0.49865,0.49865,0.49865,0.49865,1.0,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.49865,0.49865,0.49865,1.0,0.0,0.0,0.0,0.0,unchanged
796,AGN,burghers,0.0,0.0,1e-05,0.0,0.0,0.0,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,unchanged
796,AGN,lower,0.4465,0.02899,0.02899,-0.41751,0.41751,-14.401862711279753,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.02899,-0.41751,0.41751,-14.401862711279753,0.0,0.0,0.0,0.0,unchanged
15,AHI,nobles,1.34029,1.98113,1.98113,0.6408400000000001,0.6408400000000001,0.3234719579230036,False,False,True,True,True,minimax_ratio,,,,,,,,,unavailable,1.9787721176217898,0.6384821176217899,0.6384821176217899,0.32228178747572844,0.0023578823782102187,0.0036793620532585645,0.0,0.0,improved
15,AHI,clergy,0.91962,0.42932,0.42932,-0.4903,0.4903,-1.1420385726264792,False,False,True,True,True,minimax_ratio,,,,,,,,,unavailable,0.4335724475192274,-0.4860475524807726,0.4860475524807726,-1.1321334959488787,0.004252447519227431,0.008673154230527088,0.0,0.0,improved
15,AHI,burghers,2.28345,2.81867,2.81867,0.5352199999999998,0.5352199999999998,0.18988388140505977,False,False,True,True,True,minimax_ratio,,,,,,,,,unavailable,2.814331981188375,0.5308819811883749,0.5308819811883749,0.18834485100716825,0.0043380188116248775,0.008105113433027314,0.0,0.0,improved
15,AHI,lower,0.85129,0.16545,0.16545,-0.68584,0.68584,-4.14530069507404,False,False,True,True,True,minimax_ratio,,,,,,,,,unavailable,0.16797345367060637,-0.6833165463293936,0.6833165463293936,-4.130048632997242,0.002523453670606357,0.0036793620532578402,0.0,0.0,improved
250,AHO,nobles,6.36416,6.98434,6.98434,0.6201800000000004,0.6201800000000004,0.08879579172835234,False,False,True,True,True,improvement_l2,,,,,,,,,unavailable,6.948199808198875,0.5840398081988747,0.5840398081988747,0.0836213311778743,0.03614019180112571,0.058273713762336234,0.0,0.0,improved
250,AHO,clergy,1.24419,0.87191,0.87191,-0.37227999999999994,0.37227999999999994,-0.426970673578695,False,False,True,True,True,improvement_l2,,,,,,,,,unavailable,0.892675030897847,-0.35151496910215285,0.35151496910215285,-0.4031551067221994,0.020765030897847092,0.05577799209693536,0.0,0.0,improved
250,AHO,burghers,0.03244,0.03443,0.03443,0.0019900000000000057,0.0019900000000000057,0.05779843160034869,False,False,True,True,True,improvement_l2,,,,,,,,,unavailable,0.032383931743347485,-5.606825665251114e-05,5.606825665251114e-05,-0.001628471003558267,0.0019339317433474945,0.9718249966570297,0.0,0.0,improved
250,AHO,lower,0.56952,0.31957,0.31957,-0.24995,0.24995,-0.7821447570172418,False,False,True,True,True,improvement_l2,,,,,,,,,unavailable,0.3370512291599303,-0.23246877084006973,0.23246877084006973,-0.7274424096131356,0.017481229159930278,0.06993890442060523,0.0,0.0,improved
1700,AHU,nobles,0.17068,0.18718,0.18718,0.016500000000000015,0.016500000000000015,0.08815044342344275,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.18718,0.016500000000000015,0.016500000000000015,0.08815044342344275,0.0,0.0,0.0,0.0,unchanged
1700,AHU,clergy,0.01754,0.00667,0.00667,-0.010870000000000001,0.010870000000000001,-1.6296851574212896,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.00667,-0.010870000000000001,0.010870000000000001,-1.6296851574212896,0.0,0.0,0.0,0.0,unchanged
1700,AHU,burghers,0.0,0.0,1e-05,0.0,0.0,0.0,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,unchanged
1700,AHU,lower,0.01076,0.00512,0.00512,-0.00564,0.00564,-1.1015625,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.00512,-0.00564,0.00564,-1.1015625,0.0,0.0,0.0,0.0,unchanged
962,AID,nobles,0.0548,0.06286,0.06286,0.008059999999999998,0.008059999999999998,0.12822144447979633,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.06286,0.008059999999999998,0.008059999999999998,0.12822144447979633,0.0,0.0,0.0,0.0,unchanged
962,AID,clergy,0.00623,0.00254,0.00254,-0.00369,0.00369,-1.4527559055118109,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.00254,-0.00369,0.00369,-1.4527559055118109,0.0,0.0,0.0,0.0,unchanged
962,AID,burghers,0.0,0.0,1e-05,0.0,0.0,0.0,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,unchanged
962,AID,lower,0.0049,0.00054,0.00054,-0.00436,0.00436,-8.074074074074074,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.00054,-0.00436,0.00436,-8.074074074074074,0.0,0.0,0.0,0.0,unchanged
1684,AJC,nobles,0.34552,0.38093,0.38093,0.03541,0.03541,0.0929567112067834,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.38093,0.03541,0.03541,0.0929567112067834,0.0,0.0,0.0,0.0,unchanged
1684,AJC,clergy,0.04552,0.02638,0.02638,-0.019139999999999997,0.019139999999999997,-0.7255496588324487,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.02638,-0.019139999999999997,0.019139999999999997,-0.7255496588324487,0.0,0.0,0.0,0.0,unchanged
1684,AJC,burghers,0.0,0.0,1e-05,0.0,0.0,0.0,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,unchanged
1684,AJC,lower,0.02689,0.01063,0.01063,-0.01626,0.01626,-1.5296331138287864,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.01063,-0.01626,0.01626,-1.5296331138287864,0.0,0.0,0.0,0.0,unchanged
1230,AJU,nobles,16.38877,16.4245,16.4245,0.035729999999997375,0.035729999999997375,0.0021754086882399696,False,False,True,True,True,improvement_l2,,,,,,,,,unavailable,16.407787213061827,0.0190172130618258,0.0190172130618258,0.0011578564377500563,0.016712786938171575,0.46775222329059063,0.0,0.0,improved
1230,AJU,clergy,2.46868,2.32854,2.32854,-0.14014000000000015,0.14014000000000015,-0.0601836343803414,False,False,True,True,True,improvement_l2,,,,,,,,,unavailable,2.354980237008353,-0.11369976299164719,0.11369976299164719,-0.04882877811489053,0.026440237008352963,0.18867016560834118,0.0,0.0,improved
1230,AJU,burghers,0.13582,0.2082,0.2082,0.07238,0.07238,0.34764649375600387,False,False,True,True,True,improvement_l2,,,,,,,,,unavailable,0.20652497043942714,0.07070497043942714,0.07070497043942714,0.3396012028790929,0.0016750295605728605,0.02314216027318127,0.0,0.0,improved
1230,AJU,lower,1.74737,1.77918,1.77918,0.031809999999999894,0.031809999999999894,0.01787902292067126,False,False,True,True,True,improvement_l2,,,,,,,,,unavailable,1.7713475794903824,0.02397757949038226,0.02397757949038226,0.013476758669939108,0.007832420509617632,0.24622510247147622,0.0,0.0,improved
2277,AKR,nobles,0.94373,1.02222,1.02222,0.07848999999999995,0.07848999999999995,0.07678386257361425,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,1.02222,0.07848999999999995,0.07848999999999995,0.07678386257361425,0.0,0.0,0.0,0.0,unchanged
2277,AKR,clergy,0.18789,0.12625,0.12625,-0.06164,0.06164,-0.4882376237623762,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.12625,-0.06164,0.06164,-0.4882376237623762,0.0,0.0,0.0,0.0,unchanged
2277,AKR,burghers,0.0,0.0,1e-05,0.0,0.0,0.0,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,unchanged
2277,AKR,lower,0.02836,0.0115,0.0115,-0.01686,0.01686,-1.4660869565217391,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.0115,-0.01686,0.01686,-1.4660869565217391,0.0,0.0,0.0,0.0,unchanged
207,ALB,nobles,0.0,0.46983,0.46983,0.46983,0.46983,1.0,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.46983,0.46983,0.46983,1.0,0.0,0.0,0.0,0.0,unchanged
207,ALB,clergy,0.30316,0.07871,0.07871,-0.22444999999999998,0.22444999999999998,-2.851607165544403,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.07871,-0.22444999999999998,0.22444999999999998,-2.851607165544403,0.0,0.0,0.0,0.0,unchanged
207,ALB,burghers,0.66201,0.60922,0.60922,-0.052790000000000004,0.052790000000000004,-0.08665178424871148,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.60922,-0.052790000000000004,0.052790000000000004,-0.08665178424871148,0.0,0.0,0.0,0.0,unchanged
207,ALB,lower,0.21086,0.01825,0.01825,-0.19261,0.19261,-10.553972602739726,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.01825,-0.19261,0.19261,-10.553972602739726,0.0,0.0,0.0,0.0,unchanged
1145,ALE,nobles,1.79947,2.06175,2.06175,0.26228000000000007,0.26228000000000007,0.12721231963138113,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,2.06175,0.26228000000000007,0.26228000000000007,0.12721231963138113,0.0,0.0,0.0,0.0,unchanged
1145,ALE,clergy,0.3525,0.26959,0.26959,-0.08290999999999998,0.08290999999999998,-0.3075410809006268,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.26959,-0.08290999999999998,0.08290999999999998,-0.3075410809006268,0.0,0.0,0.0,0.0,unchanged
1145,ALE,burghers,0.02208,0.04135,0.04135,0.01927,0.01927,0.4660217654171705,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.04135,0.01927,0.01927,0.4660217654171705,0.0,0.0,0.0,0.0,unchanged
1145,ALE,lower,0.44026,0.24159,0.24159,-0.19866999999999999,0.19866999999999999,-0.8223436400513265,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.24159,-0.19866999999999999,0.19866999999999999,-0.8223436400513265,0.0,0.0,0.0,0.0,unchanged
852,ALI,nobles,0.00365,0.0,0.00365,-0.00365,0.00365,-1.0,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.0,-0.00365,0.00365,-1.0,0.0,0.0,0.0,0.0,unchanged
852,ALI,clergy,0.01734,0.04058,0.04058,0.023239999999999997,0.023239999999999997,0.5726959093149334,False,False,False,False,True,raw_fallback,,,,,,,,,unavailable,0.04058,0.023239999999999997,0.023239999999999997,0.5726959093149334,0.0,0.0,0.0,0.0,unchanged
