location_id,location,owner_id,owner_tag,controller_id,market_id,province_id,rank,raw_material,development,control,pop_group_count,population_total,sol_population_total,population_nobles,population_clergy,population_burghers,population_laborers,population_peasants,population_soldiers,population_tribesmen,population_slaves,population_commoners,population_lower,population_share_nobles,population_share_clergy,population_share_burghers,population_share_laborers,population_share_peasants,population_share_soldiers,population_share_tribesmen,population_share_commoners,population_share_lower,sol_class_label,sol_structural_class_label,gls_location_actual_per_capita_spending,sol_location_anchor_score_burghers,sol_location_anchor_score_clergy,sol_location_anchor_score_commoners,sol_location_anchor_score_nobles,sol_location_anchor_score_tribesmen,sol_location_base_total_spending,sol_location_baseline_total_spending,sol_location_burghers_base_spending,sol_location_burghers_income,sol_location_burghers_liquid_funds,sol_location_burghers_net_income,sol_location_clergy_base_spending,sol_location_clergy_income,sol_location_clergy_liquid_funds,sol_location_clergy_net_income,sol_location_commoners_base_spending,sol_location_commoners_income,sol_location_commoners_liquid_funds,sol_location_commoners_net_income,sol_location_demand_class,sol_location_demand_class_confidence,sol_location_demand_class_penalty_candidate,sol_location_demand_class_score,sol_location_demand_class_score_candidate,sol_location_demand_class_selected_affinity,sol_location_demand_class_selected_penalty,sol_location_demand_score_burghers,sol_location_demand_score_clergy,sol_location_demand_score_lower,sol_location_demand_score_nobles,sol_location_demand_structural_best_score,sol_location_demand_structural_class,sol_location_demand_structural_second_score,sol_location_estate_building_maintenance_burghers,sol_location_estate_building_maintenance_clergy,sol_location_estate_building_maintenance_commoners,sol_location_estate_building_maintenance_nobles,sol_location_estate_building_maintenance_tribesmen,sol_location_estate_buildings_burghers,sol_location_estate_buildings_clergy,sol_location_estate_buildings_commoners,sol_location_estate_buildings_nobles,sol_location_estate_buildings_tribesmen,sol_location_final_demand_scale,sol_location_laborers_base_spending,sol_location_liquid_funds,sol_location_liquid_funds_multiplier,sol_location_lower_base_spending,sol_location_nobles_base_spending,sol_location_nobles_income,sol_location_nobles_liquid_funds,sol_location_nobles_net_income,sol_location_peasants_base_spending,sol_location_pop_demand_modifier_size,sol_location_raw_demand_scale,sol_location_savings_pressure_adjustment,sol_location_share_burghers,sol_location_share_clergy,sol_location_share_lower,sol_location_share_nobles,sol_location_soldiers_base_spending,sol_location_total_income,sol_location_tribesmen_base_spending,sol_location_tribesmen_income,sol_location_tribesmen_liquid_funds,sol_location_tribesmen_net_income
11,oppunda,3,SWE,3,29,1,rural_settlement,lumber,8.00000,0.87946,4,7.94190,7.94190,0.01984,0.03970,0.00000,1.00132,6.88104,0.00000,0.00000,0.00000,7.88236,7.88236,0.0024981428,0.0049988038,0.0000000000,0.1260806608,0.8664223926,0.0000000000,0.0000000000,0.9925030534,0.9925030534,nobles,lower,0.10819,0.00000,0.00140,0.00230,0.03697,0.00000,0.07817,0.85926,0.00000,0.00000,0.00000,0.00000,0.01066,0.11052,0.09941,0.11052,0.01367,0.42102,0.37870,0.42102,1.00000,0.98305,1.18753,0.54868,0.35307,0.55755,0.00887,-1.00000,0.37362,1.54060,0.55755,1.54060,4.00000,0.55755,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00246,0.85927,0.89950,0.01367,0.05384,0.42374,0.38115,0.42374,0.01121,-1.00000,10.99232,-0.10050,0.0000000000,0.1363600000,0.1748700000,0.6887500000,0.00000,0.95528,0.00000,0.00000,0.00000,0.00000
12,sodertalje,3,SWE,3,29,1,rural_settlement,clay,16.00001,0.87945,5,9.83339,9.83339,0.02458,0.04916,0.00000,1.10152,8.60807,0.05006,0.00000,0.00000,9.75965,9.75965,0.0024996466,0.0049992932,0.0000000000,0.1120183375,0.8753919045,0.0050908181,0.0000000000,0.9925010602,0.9925010602,nobles,lower,0.04568,0.00000,0.00175,0.00289,0.04587,0.00000,0.09679,0.44925,0.00000,0.00000,0.00000,0.00000,0.01321,0.05789,0.05207,0.05789,0.01688,0.22300,0.20058,0.22300,1.00000,0.97525,1.18753,0.54858,0.34610,0.55838,0.00980,-1.00000,0.37483,1.53363,0.55838,1.53363,4.00000,0.55838,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00270,0.44926,0.89950,0.01688,0.06670,0.21857,0.19660,0.21857,0.01403,-1.00000,4.64159,-0.10050,0.0000000000,0.1364800000,0.1743900000,0.6891200000,0.00015,0.49946,0.00000,0.00000,0.00000,0.00000
13,malaren,,,,29,,,,,,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,hjalmaren_lake,,,,29,,,,,,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,arboga,3,SWE,3,29,2,rural_settlement,lumber,14.00001,0.87935,6,5.84155,5.84155,0.01885,0.02920,0.01001,1.85262,3.88081,0.05006,0.00000,0.00000,5.78349,5.78349,0.0032268833,0.0049986733,0.0017135863,0.3171452782,0.6643459356,0.0085696433,0.0000000000,0.9900608571,0.9900608571,nobles,lower,0.14942,0.00064,0.00077,0.00155,0.03376,0.00000,0.07729,0.87285,0.00728,0.03624,0.03259,0.03624,0.00784,0.09991,0.08986,0.09991,0.01102,0.38408,0.34547,0.38408,1.00000,0.57475,1.18753,0.47386,-0.11620,0.49658,0.02272,-0.75829,0.02175,1.07133,0.49658,1.07133,4.00000,0.49658,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00455,0.87286,0.89950,0.01102,0.05115,0.45016,0.40491,0.45016,0.00632,-1.00000,11.29331,-0.10050,0.0941900000,0.1014300000,0.1425700000,0.6617900000,0.00015,0.97039,0.00000,0.00000,0.00000,0.00000
16,vasteras,3,SWE,3,29,2,rural_settlement,lumber,13.00001,0.87932,6,7.80090,7.80090,0.03153,0.04680,0.01001,1.85258,5.80992,0.05006,0.00000,0.00000,7.71256,7.71256,0.0040418413,0.0059993078,0.0012831853,0.2374828545,0.7447756028,0.0064172083,0.0000000000,0.9886756656,0.9886756656,nobles,lower,0.01598,0.00041,0.00125,0.00167,0.06120,0.00000,0.11959,0.12466,0.00728,0.02558,0.02300,0.02558,0.01257,0.11302,0.10166,0.11302,0.01417,0.36143,0.00000,0.00000,1.00000,0.10325,1.18753,0.58357,-0.46619,0.61809,0.03452,-0.84379,0.05872,0.72134,0.61809,0.72134,4.00000,0.61809,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00455,0.12467,0.89950,0.01417,0.08557,0.50167,0.00000,0.00000,0.00947,-1.00000,1.04247,-0.10050,0.0608700000,0.1051000000,0.1184800000,0.7155200000,0.00015,0.13860,0.00000,0.00000,0.00000,0.00000
17,nora,3,SWE,3,29,2,rural_settlement,iron,12.00000,0.56865,5,4.05381,4.05381,0.01011,0.02022,0.00000,1.00134,3.02214,0.00000,0.00000,0.00000,4.02348,4.02348,0.0024939501,0.0049879003,0.0000000000,0.2470120701,0.7455060795,0.0000000000,0.0000000000,0.9925181496,0.9925181496,nobles,lower,0.67781,0.00000,0.00049,0.00124,0.01863,0.00000,0.04024,2.74771,0.00000,0.00000,0.00000,0.00000,0.00543,0.30491,0.27426,0.30491,0.00738,1.16322,1.04631,1.16322,1.00000,1.12288,1.18753,0.53847,0.47686,0.54151,0.00304,-1.00000,0.35932,1.66439,0.54151,1.66439,4.00000,0.54151,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00246,2.74772,0.89950,0.00738,0.02743,1.58660,1.42714,1.58660,0.00492,-1.00000,68.28330,-0.10050,0.0000000000,0.1349400000,0.1833900000,0.6816600000,0.00000,3.05473,0.00000,0.00000,0.00000,0.00000
18,sala,3,SWE,3,29,2,rural_settlement,lumber,15.00000,0.60939,5,5.94706,5.94706,0.02422,0.02970,0.00000,1.10158,4.74150,0.05006,0.00000,0.00000,5.89314,5.89314,0.0040726006,0.0049940643,0.0000000000,0.1852310217,0.7972847087,0.0084176047,0.0000000000,0.9909333351,0.9909333351,nobles,lower,0.06887,0.00000,0.00071,0.00130,0.05125,0.00000,0.08428,0.40959,0.00000,0.00000,0.00000,0.00000,0.00798,0.09339,0.08400,0.09339,0.01057,0.36198,0.32560,0.36198,1.00000,0.05834,1.18753,0.72829,-0.36551,0.76368,0.03539,-1.00000,-0.04623,0.82202,0.76368,0.82202,4.00000,0.76368,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00270,0.40960,0.89950,0.01057,0.06573,0.61933,0.00000,0.00000,0.00772,-1.00000,4.85999,-0.10050,0.0000000000,0.0946800000,0.1254100000,0.7799000000,0.00015,0.45537,0.00000,0.00000,0.00000,0.00000
19,skinskatteberg,3,SWE,3,29,2,rural_settlement,iron,7.00000,0.78659,6,3.97598,3.97598,0.01358,0.02353,0.00000,1.00019,2.75600,0.00000,0.18268,0.00000,3.75619,3.93887,0.0034155101,0.0059180378,0.0000000000,0.2515581064,0.6931624405,0.0000000000,0.0459459052,0.9447205469,0.9906664520,nobles,lower,0.32894,0.00000,0.00059,0.00079,0.02693,0.00000,0.05012,1.30787,0.00000,0.00000,0.00000,0.00000,0.00632,0.33209,0.00000,0.00000,0.00695,1.03250,0.92873,1.03250,1.00000,0.35186,1.18753,0.63367,-0.17301,0.66266,0.02899,-1.00000,0.27017,1.01452,0.66266,1.01452,4.00000,0.66266,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.00246,1.30788,0.89950,0.00695,0.03685,1.42049,0.37823,0.42049,0.00449,-1.00000,26.09497,-0.10050,0.0000000000,0.1260900000,0.1386600000,0.7352300000,0.00000,1.45401,0.00000,0.00102,0.00091,0.00102
20,linde,3,SWE,3,29,2,rural_settlement,copper,6.00000,0.38710,6,2.00594,2.00594,0.00501,0.01002,0.00000,1.00019,0.41061,0.00000,0.58011,0.00000,1.41080,1.99091,0.0024975822,0.0049951644,0.0000000000,0.4986141161,0.2046970498,0.0000000000,0.2891960876,0.7033111658,0.9925072535,nobles,lower,0.06063,0.00000,0.00000,0.00000,0.00927,0.00000,0.01940,0.12162,0.00000,0.00000,0.00000,0.00000,0.00269,0.13217,0.11888,0.13217,0.00312,0.34183,0.00000,0.00000,1.00000,0.75234,1.18753,0.56584,0.14895,0.58414,0.01830,-1.00000,0.39669,1.33648,0.58414,1.33648,4.00000,0.58414,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00246,0.12163,0.89950,0.00312,0.01359,0.67460,0.00000,0.00000,0.00066,-1.00000,6.26958,-0.10050,0.0000000000,0.1386500000,0.1608200000,0.7005100000,0.00000,0.13522,0.00000,0.00305,0.00274,0.00305
21,grythyttan,3,SWE,3,29,2,rural_settlement,iron,6.00000,0.49182,6,2.02597,2.02597,0.00506,0.01012,0.00000,1.00019,0.92332,0.00000,0.08728,0.00000,1.92351,2.01079,0.0024975691,0.0049951381,0.0000000000,0.4936845067,0.4557421877,0.0000000000,0.0430805984,0.9494266944,0.9925072928,lower,lower,1.24579,0.00000,0.00000,0.00049,0.00882,0.00000,0.02040,2.52393,0.00000,0.00000,0.00000,0.00000,0.00271,0.27976,0.25164,0.27976,0.00396,1.00631,0.90517,1.00631,4.00000,1.29813,0.87286,0.94727,0.94727,1.82013,0.87286,-1.00000,0.33816,1.82013,0.52200,1.82013,4.00000,0.52200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,482.73318,0.00246,2.52394,0.89950,0.00396,0.01373,1.51891,1.36625,1.51891,0.00150,481.73318,123.72254,-0.10050,0.0000000000,0.1328400000,0.1941100000,0.6730300000,0.00000,2.80594,0.00000,0.00096,0.00086,0.00096
22,orebro,3,SWE,3,29,4,rural_settlement,livestock,13.00001,0.80802,6,5.81610,5.81610,0.01453,0.02907,0.02002,1.10212,4.60030,0.05006,0.00000,0.00000,5.75248,5.75248,0.0024982377,0.0049981947,0.0034421692,0.1894946786,0.7909595777,0.0086071422,0.0000000000,0.9890613985,0.9890613985,nobles,lower,0.11268,0.00291,0.00083,0.00138,0.02148,0.00000,0.07215,0.65538,0.01456,0.06187,0.00000,0.00000,0.00781,0.08151,0.07331,0.08151,0.01035,0.31602,0.28425,0.31602,1.00000,0.84826,1.18753,0.21993,-0.10341,0.23586,0.01593,-0.48215,0.09035,1.08412,0.23586,1.08412,4.00000,0.23586,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00271,0.65539,0.89950,0.01035,0.03943,0.33109,0.29781,0.33109,0.00749,-1.00000,9.08371,-0.10050,0.2018000000,0.1082400000,0.1434500000,0.5465000000,0.00015,0.72862,0.00000,0.00000,0.00000,0.00000
23,riseberga,3,SWE,3,29,4,rural_settlement,lumber,12.00001,0.66990,4,5.19727,5.19727,0.01298,0.12601,0.00000,1.75064,3.30764,0.00000,0.00000,0.00000,5.05828,5.05828,0.0024974650,0.0242454212,0.0000000000,0.3368383786,0.6364187352,0.0000000000,0.0000000000,0.9732571138,0.9732571138,clergy,clergy,0.16254,0.00000,0.01447,0.00114,0.01574,0.00000,0.07877,0.84479,0.00000,0.00000,0.00000,0.00000,0.03386,0.34209,0.30770,0.34209,0.00969,0.26641,0.23963,0.26641,2.00000,2.21285,0.00000,2.99083,0.78715,3.00000,0.00917,-1.00000,3.00000,0.78715,0.01112,3.00000,2.00000,0.78715,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.70181,0.00430,0.84480,0.89950,0.00969,0.03522,0.33069,0.29745,0.33069,0.00539,1.70181,10.72489,-0.10050,0.0000000000,0.4298500000,0.1230100000,0.4471200000,0.00000,0.93919,0.00000,0.00000,0.00000,0.00000
